9374,5318,8422,5687
3900,810,4246,1260
1582,4793,2153,40
7812,10699,10548,10547
9114,6379,9471,9853
8081,8073,8500,5338
6806,9541,6032,9642
4095,371,424,3064
2647,3263,7018,3307
2845,3820,6758,6348
6233,6119,9297,8968
7103,4011,7410,7102
6766,5321,6435,3220
4518,3854,6117,3597
6574,5346,5765,3642
5255,2461,5256,2615
76,1020,4290,3660
9155,6118,6420,5739
9517,9661,6782,5887
5360,6141,5813,4290
10174,7438,7439,10277
8848,9176,6113,9772
6781,7229,6478,3085
3603,7477,7478,4909
2610,2573,5250,2554
3846,6822,3506,4069
7734,7980,10715,7733
4349,1709,199,1309
10022,10244,7012,7287
5448,8998,5426,8183
4503,149,2789,4229
2678,38,4414,3454
6252,5714,6679,3819
7821,4954,7781,7584
4311,381,1399,1671
5869,5555,8869,6134
4035,3710,6268,2980
2617,2596,5257,2379
2103,2104,2367,5007
3597,505,3613,957
6952,5970,9687,5748
9567,6485,9220,6211
7685,7928,7927,5117
2805,3151,6547,5909
4247,5350,3719,5898
7415,3365,7400,7413
8599,8488,10178,5753
10554,10403,7582,10317
6565,6259,9480,6745
10537,7573,7802,10543
10334,10333,9795,7060
2536,2487,2420,5176
7058,4745,7466,6020
3976,3408,3126,486
9162,6130,8865,9321
1644,226,4611,4284
9938,10363,9944,7203
8604,5869,9294,5555
3063,3065,3653,423
5178,4938,2298,2297
3672,36,3649,1009
5171,8001,5231,7760
4037,3462,822,374
4864,3430,547,3187
5676,6204,8939,9181
2824,7180,3915,7181
5887,3287,6782,4566
5032,2392,5270,5130
6556,6226,3553,5670
5879,8614,9662,5777
7987,5160,7738,7986
6752,3809,6823,5576
7270,4450,7408,7196
10695,7951,7949,10686
9199,5380,8115,9694
5818,5967,9051,8702
1148,4683,3788,4106
10537,7573,10308,7566
7340,10210,7475,5546
3940,581,1001,1300
5249,2509,5273,2609
4381,4726,5864,2885
5311,4328,6737,5660
6944,7350,10085,10185
864,4219,121,1579
4026,4279,6247,6348
9206,5379,5812,8547
3297,5480,6955,5730
3458,3526,719,818
5283,10282,6650,9385
6459,9194,5563,9227
4242,436,1570,1602
4860,5091,2201,4841
9221,9258,6245,6486
5122,5085,4873,2233
5286,3555,7005,4527
7980,7979,10715,7733
7939,5125,7938,5118
9623,8713,5978,9524
6697,4306,3110,6452
7896,7656,7655,10631
9488,10129,6753,9626
2765,3732,125,3483
4860,4804,7135,7507
4228,861,3501,802
451,3303,41,3091
4671,1310,3950,4672
4321,1681,543,4343
5387,8365,9063,8122
3273,2823,183,3558
1493,1144,4155,1515
9175,8828,5906,8641
7590,7591,4791,7025
7445,4891,4892,5141
6461,5466,4225,4552
313,1537,4177,4614
3426,4239,7144,7429
7233,4752,6113,4196
2825,3878,3709,6568
9252,6194,6303,9038
3663,3297,657,3621
9412,9535,9408,6673
7560,10531,7795,7796
4423,1783,4828,250
6346,5325,4639,5858
9175,9667,6093,8828
6321,3372,5895,6419
3778,1121,3761,649
676,4006,1366,1148
209,2849,132,3750
10048,9879,7144,10045
7860,7861,10713,7978
3365,7415,7400,3540
4016,3689,2780,6090
6377,6110,9636,9112
5507,5353,5784,3122
1328,1036,3968,299
3475,835,3698,4365
9357,9144,6409,9316
4686,4705,4702,2046
6862,4284,6045,5690
1147,4208,547,3787
9997,6165,8900,9766
3590,402,3442,3042
6124,9696,6961,6713
1566,640,4206,4452
8655,8639,5904,8703
317,2957,2966,3013
7212,4197,6814,5996
3976,1336,4560,1073
10639,7663,7662,10398
6036,9313,5381,8771
4185,5485,6205,5338
2947,4512,3775,6439
5095,7776,4945,5015
5039,5278,7933,5277
4553,3277,514,637
3955,1315,4068,1224
4298,4186,4478,1546
2605,2434,5245,2431
8839,10225,6104,5724
7689,10639,7904,10666
9749,8683,5948,9443
5934,3024,4217,5361
3926,1286,4401,1002
4082,2859,5729,7205
3710,761,3401,240
10177,10172,7437,10173
7989,10727,7896,7992
5066,7618,4880,4813
5765,3926,5338,6397
7825,7845,5046,7844
5672,6374,6953,3232
6799,6216,6693,9534
9655,9536,9393,6658
7655,5107,7672,7654
4951,1981,2311,2310
7632,5042,5258,5020
2204,1093,4844,963
4216,4276,6374,4051
10,4400,1248,3888
2014,1982,2311,4951
4815,4970,4669,2029
1567,1312,4207,25
4247,5424,4148,5350
2582,2343,5222,5223
4298,1546,4478,1658
2510,2581,2559,7982
4374,1164,3841,1201
6518,9253,5474,9437
1356,4101,917,1461
6893,7487,10222,7207
4844,406,3421,781
2270,5162,4910,5161
5472,2705,6039,5953
3110,3308,470,3743
5239,5147,5274,2507
4722,7015,4724,4992
4008,4635,5585,4330
5475,6742,5605,9477
4776,4775,4714,2074
5050,7060,7598,5049
3955,811,4186,1315
8191,8072,5337,5282
2095,53,4735,71
7163,2795,5881,3233
5838,2692,7063,6895
5813,8816,8707,8548
4673,1296,4671,2031
5838,2692,6895,3113
6662,6454,9397,6475
542,158,4135,3182
4716,4635,6104,5724
7413,4134,7523,4877
5753,8488,10178,5281
10517,10413,7678,10654
7752,7496,4783,7751
4726,4739,2885,245
5172,2373,5013,2289
4348,1231,769,3871
4691,1077,894,2051
5240,2599,5239,2359
4932,4893,4103,7521
5235,5234,7601,4995
8999,6017,9547,6264
10056,7315,7320,7321
7556,10527,7579,10314
3995,1243,1355,939
4467,7222,4106,2887
7490,10225,6104,10307
10151,6178,8913,9327
7769,5248,7834,8008
4972,4681,7793,4973
7633,7628,10368,10604
7528,10263,7300,7299
7629,5072,7870,5071
9776,10033,7038,9773
3859,3465,4369,825
4005,381,3021,4311
1077,4687,2047,4691
8875,9212,8992,6140
10433,10675,7698,10618
9939,9936,10208,7201
2554,5250,5195,5194
3296,4060,656,256
2759,3247,5634,5899
4531,929,3569,711
1214,957,4518,1878
768,1073,4529,1889
866,1802,4442,1092
236,3410,3506,2876
1161,1240,4422,3880
2800,3492,6901,3489
1914,120,4554,549
3263,6004,7018,6091
3324,4569,6239,3924
7063,2849,5704,3842
2676,36,3672,4199
4873,5085,7393,4831
2913,6135,7258,3619
4223,1583,672,4312
10209,10210,7398,7474
7903,7762,7937,10672
3501,802,3442,4228
4690,1539,2050,1076
261,3175,3274,2901
7767,10742,8007,7991
3738,263,4279,1098
4552,1009,3649,36
4640,2842,5930,4673
7647,10623,7648,10383
5710,5589,8445,5636
7139,9874,7138,10107
2365,2353,5005,5232
4953,4625,1985,1984
4751,7037,7525,6113
3594,567,3207,56
443,4488,418,1848
5554,9811,8289,8419
8837,6102,9177,9737
7419,7284,4652,7152
6134,4594,6282,2834
7339,7427,7340,10162
406,2203,4843,2202
623,3893,1253,95
6113,9176,6441,9772
5726,8461,9973,8994
7064,3644,5704,2849
7960,7840,7719,5140
10433,7417,7641,7698
7383,10418,7677,10412
5061,5135,2421,5062
4859,7654,7358,5107
4780,1986,4730,2090
7104,4312,6917,5330
6524,5384,2892,3125
5889,8624,5341,9550
6629,6279,9364,5743
6679,6852,5966,2695
7033,9869,5665,7134
452,3979,4712,1339
5005,5232,7876,5245
4180,5464,3416,3564
3739,204,4285,1099
4961,5200,7785,5199
5273,5149,7977,7978
820,1509,4207,4149
3809,6823,4605,2971
3330,5453,6048,5747
5157,2517,2516,2262
6837,7177,6206,3360
10001,7263,9999,9998
7097,7249,7375,10110
4811,7307,7613,5063
3569,3980,5523,3351
3619,3455,3663,6135
7851,10683,7892,10627
2998,4424,6983,4401
2551,2314,5192,2552
4248,3656,6689,3500
7780,5190,7781,7992
2015,2322,4962,2014
4686,2046,4702,4717
3461,7445,7101,4891
4221,4868,1581,4855
4942,4474,1834,4943
3481,563,4310,3203
3172,532,4353,367
7243,9981,7245,9980
2541,2555,5195,2317
5916,5603,8791,8651
8653,9465,8184,5449
5630,5509,5482,8365
76,1650,4290,1020
323,2963,3921,3545
5069,5252,7866,5068
5799,6850,9585,6327
5754,9117,5434,6382
3151,165,4130,511
5838,3869,6855,3750
8512,5511,8699,5777
7993,7976,7863,5229
5975,8710,5707,9187
5673,6130,9162,6427
8969,5580,5522,6234
9349,5622,8567,5832
8188,5314,8801,8049
4740,4933,7019,4117
7476,10211,7320,10392
1059,3915,1275,4214
8018,8622,5283,9661
7104,7105,9842,9840
2720,5997,3174,4483
6061,7103,9838,5330
7105,2897,7104,3264
7530,5179,7769,7754
1643,1031,4283,976
7719,10695,7959,10694
6427,9321,9162,6423
5757,9475,5424,6740
5904,6706,4377,6591
7340,7427,7475,10210
7013,7007,7008,9748
3358,6842,6279,6272
6394,3665,6899,6183
5118,5117,2477,5176
3059,2644,4,2922
7259,6135,7258,2913
2485,5125,2478,5126
5525,3424,6419,4021
5207,10551,5208,10527
6210,3581,4578,5477
6521,9256,6354,9455
7299,10263,7300,10035
5337,8323,5588,5282
5889,3808,3063,6222
844,464,3484,3975
4942,4856,1834,4474
7346,7347,10082,10257
4043,3599,959,3943
5416,6300,4549,6561
10543,5228,5253,7808
10543,10539,5253,10538
5356,6155,8890,5859
14,3847,1207,144
3178,538,3963,4692
3985,622,3485,3262
8273,8389,5538,9356
3929,1289,4154,1247
6902,5402,3871,6632
6917,3312,5932,4312
6578,9482,6747,5381
9480,5726,8706,5971
6271,3914,6339,3670
