144000,205404,126467,258705,5340582,12977487,11616770,6107938,765871,762093,7449,7238
148840,219756,145773,245497,5215083,12798573,10701986,5872631,731332,742051,8400,8548
148840,211681,129667,244060,4689467,12821289,11020846,5856008,731563,732858,8603,9431
148840,213207,129578,250022,5014249,12756437,10840458,5836393,748538,739723,8631,8469
148840,216580,154646,414408,4929329,12725111,11143908,5864473,737795,735379,8691,8665
148840,213139,130016,247617,4744551,12688324,10891654,6279711,741257,741039,8748,8537
153760,230457,134312,275418,5947079,13934283,12112386,6429711,844340,841688,8819,8988
153760,240500,137092,279323,5958362,13982142,11830089,6282504,842108,837197,8963,9036
153760,220258,134871,278948,6043216,14012983,12132031,6277866,847085,840391,9071,9888
153760,218369,136132,277753,5906530,13829069,11895441,6256691,847939,842540,8961,8991
153760,219308,134452,277334,6194510,13926825,12140880,6275192,841123,837784,9016,8965
158760,227577,143137,290074,6842497,14436476,12527690,6497683,884026,875845,9317,9502
158760,226518,137693,290054,6635897,14383749,12488585,6465545,868662,871457,9084,9220
158760,225523,138845,287647,7400662,14476793,12431597,6533627,877689,872266,9451,9285
158760,227126,138681,289526,6521575,14945897,13172784,6476708,880097,871907,9455,9576
158760,225614,138543,292305,6495921,14391570,12327819,6557381,882967,870481,9308,9272
163840,224833,143239,285021,6313817,14450935,12398052,6585223,852944,853967,9466,9539
163840,233977,142994,288220,6373146,14635312,12488783,6608121,862996,1020894,9636,9523
163840,233014,142625,289419,6343366,14419129,12951059,6555535,856720,857985,9422,9360
163840,235050,142320,286758,6271554,14871195,12487725,6577050,856687,854340,9627,9550
163840,233205,142039,289369,6332489,14398418,12936162,6582196,862686,856344,9560,10821
169000,267026,150509,298816,6490626,14768766,12686602,6690313,866891,854059,7779,7922
169000,240428,146975,284321,6532523,14696384,12962605,6715183,849411,857985,7941,8518
169000,242715,147038,289909,6285316,14616289,13124541,6795132,854336,854320,8206,9325
169000,241400,145714,286574,6240999,14628862,12517105,6668953,858694,856191,8021,8720
169000,240888,147680,289980,7097061,14630164,12656742,6660816,850679,851893,8016,7956
174240,241499,151881,313688,7314540,15736310,14196135,7089923,945644,950859,10034,10691
174240,247570,151984,314327,7730732,15802039,13954936,7055618,1002567,946522,9764,9886
174240,246488,151401,321100,7676729,15798339,13531753,7153147,945720,986700,10126,9969
174240,248347,151923,319978,7599136,15630409,14214974,7053072,939012,949447,9756,10878
174240,250874,153171,312011,7625783,15654740,13542305,7074918,940722,944389,10158,9996
179560,246948,157409,322123,7665510,16057376,14906860,7252986,960930,952003,10434,10315
